49.2762976,-123.121429,bank,Vancouver
49.090282,-123.0837214,bank,Delta
49.2793798,-123.0994827,bank,Vancouver
49.1901073,-122.8022343,bank,Surrey
49.187024,-122.846037,bank,Surrey
49.2299991,-123.00354,bank,Burnaby
49.2637356,-123.1555554,bank,Vancouver
49.0580654,-122.4756365,bank,Township of Langley
49.1631667,-122.6603497,bank,Township of Langley
49.2500768,-123.0754182,bank,Vancouver
49.2431856,-123.0615035,bank,Vancouver
49.2343847,-123.0359255,bank,Vancouver
49.2324925,-123.0652357,bank,Vancouver
49.2634302,-123.1182792,bank,Vancouver
49.2055538,-123.0307625,bank,Vancouver
49.0388172,-122.2708368,bank,Abbotsford
49.2280225,-122.997355,bank,Burnaby
49.2186493,-122.9577708,bank,Burnaby
49.22845,-122.998965,bank,Burnaby
49.1180911,-122.6691087,bank,Township of Langley
49.1176933,-122.670356,bank,Township of Langley
49.226426,-122.994046,bank,Burnaby
49.2186508,-122.9516033,bank,Burnaby
49.2502918,-122.896109,bank,Burnaby
49.2468762,-122.892085,bank,Coquitlam
49.2512809,-122.8965287,bank,Burnaby
49.2469499,-123.1854198,bank,Vancouver
49.2106756,-123.140807,bank,Vancouver
49.2532685,-122.7393867,bank,Port Coquitlam
49.2791881,-122.7937417,bank,Coquitlam
49.1996203,-122.9796615,bank,Burnaby
49.234497,-123.1392908,bank,Vancouver
49.1332408,-122.3269939,bank,Mission
49.2633571,-123.1139752,bank,Vancouver
49.1844353,-123.134086,bank,Richmond
49.184439,-123.1359343,bank,Richmond
49.1389036,-123.1381739,bank,Richmond
49.2102777,-123.1174736,bank,Vancouver
49.2105968,-123.116581,bank,Vancouver
49.2119869,-123.140159,bank,Vancouver
49.2129211,-123.1407053,bank,Vancouver
49.0452109,-122.7766625,bank,Surrey
49.1690932,-123.136073,bank,Richmond
49.1775106,-123.120819,bank,Richmond
49.1699954,-123.1357007,bank,Richmond
49.1703989,-123.1368667,bank,Richmond
49.1747406,-123.1330391,bank,Richmond
49.1736447,-123.1461565,bank,Richmond
49.1732286,-123.148129,bank,Richmond
49.1686984,-123.13623,bank,Richmond
49.1903356,-122.8051815,bank,Surrey
49.3280489,-123.140266,bank,West Vancouver
49.2741529,-122.789005,bank,Port Coquitlam
49.0234542,-123.069157,bank,Delta
49.3240543,-123.108007,bank,District of North Vancouver
49.3240384,-123.1104877,bank,District of North Vancouver
49.3239857,-123.105168,bank,District of North Vancouver
49.1699476,-123.1368871,bank,Richmond
49.1721344,-123.1345608,bank,Richmond
49.1776798,-123.1359487,bank,Richmond
49.1705088,-123.135928,bank,Richmond
49.1552321,-123.122973,bank,Richmond
49.2340385,-123.1158694,bank,Vancouver
49.2346114,-123.115703,bank,Vancouver
49.1922324,-123.0919278,bank,Richmond
49.2489066,-123.1850335,bank,Vancouver
49.2488887,-123.1854608,bank,Vancouver
49.2173052,-122.5914929,bank,Maple Ridge
49.2610457,-122.8889811,bank,Coquitlam
49.2472156,-122.892239,bank,Burnaby
49.234753,-123.1578937,bank,Vancouver
49.1872041,-122.8487431,bank,Surrey
49.2535053,-123.0826128,bank,Vancouver
49.06095,-122.3800359,bank,Abbotsford
49.1399869,-122.8899715,bank,Surrey
49.1389707,-122.8899143,bank,Surrey
49.1377231,-122.8888263,bank,Surrey
49.1364897,-122.8913869,bank,Delta
49.2211526,-122.6631368,bank,Maple Ridge
49.2185535,-122.648287,bank,Maple Ridge
49.1330359,-123.0915853,bank,Richmond
49.3344123,-123.179581,bank,West Vancouver
49.2859297,-123.119391,bank,Vancouver
49.2862733,-123.127097,bank,Vancouver
49.2344361,-123.155752,bank,Vancouver
49.0495831,-122.2597986,bank,Abbotsford
49.2800379,-123.130424,bank,Vancouver
49.2380099,-123.0317471,bank,Vancouver
49.2281819,-123.0904315,bank,Vancouver
49.2275233,-123.090431,bank,Vancouver
49.225603,-123.090551,bank,Vancouver
49.2847736,-123.122046,bank,Vancouver
49.3260532,-123.140889,bank,West Vancouver
49.031269,-122.8008477,bank,Surrey
49.2123723,-122.9214629,bank,New Westminster
49.2773691,-123.1197879,bank,Vancouver
49.2897674,-123.137812,bank,Vancouver
49.2672817,-123.003646,bank,Burnaby
49.3076525,-122.9538902,bank,District of North Vancouver
49.1874054,-122.8446943,bank,Surrey
49.2492105,-123.1151223,bank,Vancouver
49.2660002,-123.2461119,bank,Electoral Area A
49.2017819,-122.9100441,bank,New Westminster
49.2626444,-122.837727,bank,Coquitlam
49.2900633,-123.1378636,bank,Vancouver
49.2819996,-123.117743,bank,Vancouver
49.2912815,-123.1354581,bank,Vancouver
49.2888321,-123.139198,bank,Vancouver
49.2634763,-123.115242,bank,Vancouver
49.1587002,-122.781509,bank,Surrey
49.2304939,-123.0908129,bank,Vancouver
49.2261216,-123.090938,bank,Vancouver
49.2266243,-123.090912,bank,Vancouver
49.2269023,-123.090909,bank,Vancouver
49.2606246,-123.1389371,bank,Vancouver
49.2455806,-123.0655144,bank,Vancouver
49.2332539,-123.0653006,bank,Vancouver
49.2249907,-123.0535233,bank,Vancouver
49.225652,-123.0911079,bank,Vancouver
49.2253293,-123.090966,bank,Vancouver
49.2472428,-123.185407,bank,Vancouver
49.1775402,-123.121754,bank,Richmond
49.177561,-123.123046,bank,Richmond
49.1039895,-122.7995776,bank,Surrey
