49.1936682,-123.180287,atm,Richmond
49.2832305,-123.123215,atm,Vancouver
49.2259832,-122.996981,atm,Burnaby
49.2822713,-123.1074988,atm,Vancouver
49.2863418,-123.121519,atm,Vancouver
49.2263027,-123.1287342,atm,Vancouver
49.2335784,-123.035677,atm,Vancouver
49.2331195,-123.0661985,atm,Vancouver
49.2296737,-123.0042611,atm,Burnaby
49.227629,-123.0005748,atm,Burnaby
49.2501893,-122.8961068,atm,Burnaby
49.226845,-122.8373893,atm,Coquitlam
49.2268445,-122.8373004,atm,Coquitlam
49.2273256,-122.83671,atm,Coquitlam
49.2274522,-122.837455,atm,Coquitlam
49.048428,-122.3119161,atm,Abbotsford
49.0493349,-122.3116609,atm,Abbotsford
49.0952577,-122.624036,atm,Township of Langley
49.0580284,-122.3766899,atm,Abbotsford
49.0686487,-122.3584887,atm,Abbotsford
49.4330985,-123.4721234,atm,Area F (West Howe Sound)
49.0500426,-122.319176,atm,Abbotsford
49.0501548,-122.3379111,atm,Abbotsford
49.0501375,-122.3379273,atm,Abbotsford
49.1947963,-123.176872,atm,Richmond
49.1945641,-123.179862,atm,Richmond
49.1865385,-122.9565515,atm,New Westminster
49.1858703,-122.9559798,atm,New Westminster
49.2716466,-123.135054,atm,Vancouver
49.1861202,-122.847588,atm,Surrey
49.2716398,-123.135073,atm,Vancouver
49.1872508,-122.848745,atm,Surrey
49.225954,-122.996911,atm,Burnaby
49.1897792,-122.802107,atm,Surrey
49.1894439,-122.8023862,atm,Surrey
49.184744,-122.798935,atm,Surrey
49.0526147,-122.8834583,atm,Surrey
49.3118574,-123.0790333,atm,North Vancouver
49.2686943,-123.1186393,atm,Vancouver
49.2583043,-123.1014597,atm,Vancouver
49.2972692,-122.8222791,atm,Coquitlam
49.225698,-122.998191,atm,Burnaby
49.2263843,-122.998389,atm,Burnaby
49.0385456,-122.2712014,atm,Abbotsford
49.1294221,-122.0780137,atm,Chilliwack
49.2778061,-122.8456404,atm,Port Moody
49.0492963,-122.287219,atm,Abbotsford
49.1743663,-122.6663258,atm,Township of Langley
49.2789791,-122.919048,atm,Burnaby
49.3793175,-123.0832457,atm,District of North Vancouver
49.2254401,-123.0029857,atm,Burnaby
49.2801415,-123.117478,atm,Vancouver
49.102581,-122.658371,atm,City of Langley
49.2121132,-122.9187671,atm,New Westminster
49.2636121,-123.1288651,atm,Vancouver
49.0397023,-122.2704203,atm,Abbotsford
49.0404521,-122.2706336,atm,Abbotsford
49.3795344,-123.337419,atm,Bowen Island
49.2895433,-123.1326652,atm,Vancouver
49.2731669,-123.1014151,atm,Vancouver
49.2550011,-123.2359418,atm,UBC-Point Grey
49.2659234,-123.253945,atm,Electoral Area A
49.032723,-122.867187,atm,Surrey
49.1726846,-122.8895271,atm,Surrey
49.2784225,-123.124605,atm,Vancouver
49.1333775,-122.8497949,atm,Surrey
49.2126697,-122.9199763,atm,New Westminster
49.0677133,-122.8249629,atm,Surrey
49.1890297,-122.8474272,atm,Surrey
49.1024337,-122.6514639,atm,City of Langley
49.2871108,-123.1417849,atm,Vancouver
49.0748799,-122.6679644,atm,Township of Langley
49.2851687,-123.138909,atm,Vancouver
49.2686089,-123.1584322,atm,Vancouver
49.2640165,-123.1795323,atm,Vancouver
49.3502843,-123.2540592,atm,West Vancouver
49.3738957,-123.274529,atm,West Vancouver
49.0503825,-122.3106,atm,Abbotsford
49.2846772,-123.1157401,atm,Vancouver
49.0082934,-123.130009,atm,Delta
49.2666565,-123.0013161,atm,Burnaby
49.2043557,-122.8749705,atm,Surrey
49.2043361,-122.9061881,atm,New Westminster
49.2626441,-123.0967085,atm,Vancouver
49.2801601,-123.1214063,atm,Vancouver
49.197176,-123.1399541,atm,Richmond
49.2830491,-123.109186,atm,Vancouver
49.2253282,-122.999246,atm,Burnaby
49.2255704,-122.9994944,atm,Burnaby
49.2830334,-123.116716,atm,Vancouver
49.0378567,-122.3276997,atm,Abbotsford
49.2207921,-122.5906013,atm,Maple Ridge
49.0233621,-122.8128989,atm,White Rock
49.2587868,-123.1013404,atm,Vancouver
49.0319482,-122.865607,atm,Surrey
49.1246707,-122.6868062,atm,Surrey
49.2567193,-123.0230201,atm,Burnaby
49.1971167,-123.1757932,atm,Richmond
49.0516607,-122.3179304,atm,Abbotsford
49.0516075,-122.315884,atm,Abbotsford
49.0514402,-122.318825,atm,Abbotsford
49.0513563,-122.314713,atm,Abbotsford
49.2702965,-123.136314,atm,Vancouver
49.2612076,-123.065651,atm,Vancouver
49.2773027,-123.1141442,atm,Vancouver
49.0512439,-122.314716,atm,Abbotsford
49.0513163,-122.3178676,atm,Abbotsford
49.2423866,-123.058259,atm,Vancouver
49.2822278,-123.118073,atm,Vancouver
49.0437737,-122.2226622,atm,Abbotsford
49.0437592,-122.2230836,atm,Abbotsford
49.2379789,-123.0316347,atm,Vancouver
49.2314712,-123.0078817,atm,Burnaby
49.2329277,-123.0338706,atm,Vancouver
49.1841033,-123.1359356,atm,Richmond
49.267791,-123.1352987,atm,Vancouver
49.1323817,-123.0915038,atm,Richmond
49.2899107,-123.137592,atm,Vancouver
49.2257848,-123.1012031,atm,Vancouver
49.2822124,-123.109154,atm,Vancouver
49.2673227,-123.0698554,atm,Vancouver
49.3225898,-123.0721012,atm,North Vancouver
49.2504538,-123.0420086,atm,Vancouver
49.221776,-123.0060146,atm,Burnaby
49.2656186,-122.7772021,atm,Port Coquitlam
49.2328532,-123.0349642,atm,Vancouver
49.0509451,-122.8008738,atm,Surrey
49.0467006,-122.7964646,atm,Surrey
49.0506925,-122.3361729,atm,Abbotsford
49.0499109,-122.3382952,atm,Abbotsford
49.2278514,-122.996916,atm,Burnaby
49.1070804,-122.6570795,atm,City of Langley
49.162585,-122.659128,atm,Township of Langley
49.0579081,-122.8017254,atm,Surrey
49.2775729,-123.1257908,atm,Vancouver
49.1698431,-123.13618,atm,Richmond
49.211023,-122.957312,atm,Burnaby
